scenario_id,review_hash,source_url,clause,pdf_page,anchor,question_1,question_2,guidance,decision,reviewer,reviewed_at,notes
registration-25,3d794bc9e9776f957621cd061e4d374e635316cf0024802269ee4086fd050734,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,29(h),16,"the consequences if any, where the data subject fails to provide",What should AfyaPlus staff in Kenya do when a patient asks what happens if information is not supplied?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient asks what happens if information is not supplied?",Explain the documented consequences of not supplying the requested information rather than inventing penalties or denying care automatically.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-01,52b726c88613dfecdaace62655cbe4689fec04cb8fedde26d1b0184bc4bd69a8,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(1)(a),20,implement the data protection principles in an effective manner,What should AfyaPlus staff in Kenya do when a system is being designed to handle patient information?,"At an AfyaPlus facility in Kenya, how should staff handle this: a system is being designed to handle patient information?",Include effective data-protection measures in the system design and refer the design to the responsible data team.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-02,0bfc5436bed37fe0519c9ae253e4ac4ce0f09390c88b595a02d746a44b31e337,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(1)(b),20,integrate necessary safeguards for that purpose into the processing,What should AfyaPlus staff in Kenya do when a workflow adds a new patient-data processing step?,"At an AfyaPlus facility in Kenya, how should staff handle this: a workflow adds a new patient-data processing step?",Integrate the necessary safeguards into the processing step rather than adding them only after deployment.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-03,7200a7250795a57a2ea7dd2e39c16efc28422529e8058591969f1b424a44302d,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(2),20,both at the time of the determination of the means,What should AfyaPlus staff in Kenya do when a team plans to review privacy only after launch?,"At an AfyaPlus facility in Kenya, how should staff handle this: a team plans to review privacy only after launch?",Review safeguards when choosing how to process data and while the processing operates.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-04,ff3345ac8ad77230539cdfc2bfeafe002421fc70044bb29b46afe6c22839b95d,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(3)(a),21,the amount of personal data collected,What should AfyaPlus staff in Kenya do when a system enables every registration field by default?,"At an AfyaPlus facility in Kenya, how should staff handle this: a system enables every registration field by default?",Review default collection settings so only data necessary for the specific purpose is processed.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-05,282679a4e7e6fb5180757be17cf5f1eabfe62f88811ebc1012f3fa3411379a8e,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(3)(b),21,the extent of its processing,What should AfyaPlus staff in Kenya do when a system enables broad secondary processing by default?,"At an AfyaPlus facility in Kenya, how should staff handle this: a system enables broad secondary processing by default?",Limit default processing to what is necessary for each specified purpose.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-06,29387cb223c2e3edd29d92c4c109114cb759f5f1a89536b2148332fd678277ce,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(3)(c),21,the period of its storage,What should AfyaPlus staff in Kenya do when a system has no default retention setting?,"At an AfyaPlus facility in Kenya, how should staff handle this: a system has no default retention setting?",Have the data owner configure purpose-appropriate storage periods within the approved retention process.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-07,7157a63263db1b8518e29383e7c7a663c0ea63e78ac5f2a0fd7afeeedc8b79fc,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(3)(d),21,its accessibility,What should AfyaPlus staff in Kenya do when a patient-data system grants broad access by default?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient-data system grants broad access by default?",Have the access owner limit default accessibility to what is necessary for the specified processing purpose.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-08,b5f349d421bfd382341fa805075cbb447c2640561f55265236820793f21013b9,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(4)(a),21,identify reasonably foreseeable internal and external risks,What should AfyaPlus staff in Kenya do when a system access review begins?,"At an AfyaPlus facility in Kenya, how should staff handle this: a system access review begins?",Identify reasonably foreseeable internal and external risks to the patient information under the facility's control.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-09,78ea68646c81de238ab7e8a9fcbc91106470431d6efd588c573beb22c66354dd,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(4)(b),21,establish and maintain appropriate safeguards,What should AfyaPlus staff in Kenya do when a security review identifies a patient-data risk?,"At an AfyaPlus facility in Kenya, how should staff handle this: a security review identifies a patient-data risk?",Have the responsible team establish and maintain safeguards proportionate to the identified risk.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-10,877c2150afd2a8b8d3773667ad9798d29534430785a77890baf324ebaa73d07d,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(4)(c),21,pseudonymisation and encryption of personal data,What should AfyaPlus staff in Kenya do when a team chooses safeguards for patient information?,"At an AfyaPlus facility in Kenya, how should staff handle this: a team chooses safeguards for patient information?",Consider pseudonymisation and encryption as part of the responsible team's security assessment; do not claim they remove every risk.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-11,ca0b4b692f2460044c5203f6c0d93d4282e51182abcc45d0c7da4fa27c865c39,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(4)(d),21,restore the availability and access to personal data,What should AfyaPlus staff in Kenya do when a technical incident interrupts record access?,"At an AfyaPlus facility in Kenya, how should staff handle this: a technical incident interrupts record access?",Escalate to the recovery team to restore availability and access in a timely manner under the approved recovery process.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-12,c99ecd57dc166498437282b0f05b4b5bc344d9734f29595d6bf777354e0bfef0,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(4)(e),21,verify that the safeguards are effectively implemented,What should AfyaPlus staff in Kenya do when a security control has been documented but not checked?,"At an AfyaPlus facility in Kenya, how should staff handle this: a security control has been documented but not checked?",Verify that the safeguards are actually implemented effectively rather than relying only on a written policy.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-13,8584389acc23f3377cf329f93cee56c2e7af7ea7ed396ec86794f9b328ab5f83,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,41(4)(f),21,continually updated in response to new risks,What should AfyaPlus staff in Kenya do when a new weakness affects a patient-data system?,"At an AfyaPlus facility in Kenya, how should staff handle this: a new weakness affects a patient-data system?",Refer the weakness for assessment and update safeguards in response to the new risk or deficiency.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-14,4f1ea038821dc49520eca0ade1b1c7a176f723ff2cf44047e4ebd132962b5d36,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(1)(a),21,the state of technological development available,What should AfyaPlus staff in Kenya do when a team selects network security measures?,"At an AfyaPlus facility in Kenya, how should staff handle this: a team selects network security measures?",Have the responsible team consider available technology when selecting appropriate security measures.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-15,531156ade8c142fa5ec94d0babce3d7e54f6b6826d0e8cf79d86c02d02ed43a4,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(1)(b),21,the cost of implementing any of the security measures,What should AfyaPlus staff in Kenya do when a team compares security implementation options?,"At an AfyaPlus facility in Kenya, how should staff handle this: a team compares security implementation options?",Include implementation cost in the security assessment alongside data sensitivity and processing risks; cost alone does not determine suitability.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-16,e9a2071c01767037afd0dc2c311630669739a5ad53599dbc96e27b5af7dc1e5a,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(1)(c),21,the special risks that exist in the processing,What should AfyaPlus staff in Kenya do when a data-transfer workflow is assessed for security?,"At an AfyaPlus facility in Kenya, how should staff handle this: a data-transfer workflow is assessed for security?",Assess the specific risks of the processing when choosing organizational and technical measures.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-17,c8c10429377e0b6347fcb907ab25478d70ff48a589bcb3c7bcf27f0a3927318a,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(1)(d),21,the nature of the data being processed,What should AfyaPlus staff in Kenya do when a generic security configuration is proposed for health records?,"At an AfyaPlus facility in Kenya, how should staff handle this: a generic security configuration is proposed for health records?",Consider the nature of the patient data rather than assuming a generic configuration is suitable.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-18,bc42582ae6d8108832629dc93e739fcf63d97468d6dddfbe9860a2e172dcfefa,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(2)(a),21,processor who provides sufficient guarantees,What should AfyaPlus staff in Kenya do when a vendor is proposed to process patient information?,"At an AfyaPlus facility in Kenya, how should staff handle this: a vendor is proposed to process patient information?",Have the controller assess whether the processor provides sufficient organizational safeguards before engagement.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-19,dc6b6681a1ade222d2473d4a5908a6dd30acda8dbb22d55ed7489cefd8e2b4a1,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(2)(b),21,the data controller and the data processor shall enter into a written contract,What should AfyaPlus staff in Kenya do when a vendor asks to start processing without written terms?,"At an AfyaPlus facility in Kenya, how should staff handle this: a vendor asks to start processing without written terms?",Refer the engagement for a written controller-processor contract that limits processing to the controller's instructions and obligations.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-20,669c24d22146f78070ae476133cc67ba1aa6093a6423b3a90d8bffd8a9b281b2,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(3),21,processes personal data other than as instructed,What should AfyaPlus staff in Kenya do when a processor proposes using patient data outside instructions?,"At an AfyaPlus facility in Kenya, how should staff handle this: a processor proposes using patient data outside instructions?",Stop and escalate the proposed deviation to the controller; the Act changes the processor's role for processing beyond instructions.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-21,ab6473a09fb38cb745936796ead2b1f801a424b7adcf1f136b9a18ef6defa416,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,42(4),21,any person employed by or acting under the authority,What should AfyaPlus staff in Kenya do when a contractor handles patient information?,"At an AfyaPlus facility in Kenya, how should staff handle this: a contractor handles patient information?",Ensure people acting under the controller's or processor's authority follow the relevant security measures.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-22,71ecfe7815d459e8d43dc9bf91ea91c893f78883f03e77f7178048e9e99d070d,https://new.kenyalaw.org/akn/ke/act/ln/2021/263/eng@2022-12-31/source,9(1)(a),9,the purposes of the processing,What should AfyaPlus staff in Kenya do when a patient-access request asks why records are processed?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient-access request asks why records are processed?",Include the processing purposes in the response prepared by the responsible data-access team.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-23,175ff3559f56b50c4baedac9e71f82a318282c62f9774ecbec31f6d2756cfe2e,https://new.kenyalaw.org/akn/ke/act/ln/2021/263/eng@2022-12-31/source,9(1)(b),9,the categories of personal data concerned,What should AfyaPlus staff in Kenya do when a patient-access request asks which data categories are held?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient-access request asks which data categories are held?",Have the responsible team provide the categories of personal information concerned.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-24,ba17001878c0e1016fb108b335f0c0cb1ff4034cec7f1b5a54e86868519b1bd0,https://new.kenyalaw.org/akn/ke/act/ln/2021/263/eng@2022-12-31/source,9(1)(c),9,the recipients or categories of recipient,What should AfyaPlus staff in Kenya do when a patient asks who receives their information?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient asks who receives their information?","Have the responsible team identify recipients or recipient categories, including those in other countries or territories.",approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
access-25,9e1314a6cf5c7a2f05b5970f44493d5ed17f313a1b72be5614d1c0ebc928a1b9,https://new.kenyalaw.org/akn/ke/act/ln/2021/263/eng@2022-12-31/source,9(1)(d),9,the envisaged period for which the personal data may be stored,What should AfyaPlus staff in Kenya do when a patient asks how long their information is retained?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient asks how long their information is retained?","Provide the envisaged storage period where possible, or the criteria used to determine it, through the responsible data team.",approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-01,9751388f94897fd68acd06731e74352fea170f5124ff84c59ca74bc26400a172,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,7(1),11,Every person has the right to emergency medical treatment,What should AfyaPlus staff in Kenya do when a person needs emergency help at the facility?,"At an AfyaPlus facility in Kenya, how should staff handle this: a person needs emergency help at the facility?",Alert the qualified emergency-care team promptly and facilitate access to emergency treatment; administrative staff must not diagnose or assign clinical priority.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-02,d6bb22e961181a52d23dfc363031a0cc19d662d3b3f7ce3e3795e69526577fb8,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,7(2)(c),11,arranging for referral in cases where the health provider,What should AfyaPlus staff in Kenya do when the first provider lacks capacity to stabilize a patient?,"At an AfyaPlus facility in Kenya, how should staff handle this: the first provider lacks capacity to stabilize a patient?",Escalate to the healthcare provider to arrange the necessary referral; administrative staff support coordination and do not decide clinical suitability.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-03,cc49415bfbd4f09c8b8ae6cbef3cc703d5bfc0584fd3c04ead3dd9982048e899,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,9(1)(d),11,the patient is being treated in an emergency situation,What should AfyaPlus staff in Kenya do when staff are uncertain about consent paperwork during an emergency?,"At an AfyaPlus facility in Kenya, how should staff handle this: staff are uncertain about consent paperwork during an emergency?",Escalate the consent question immediately to the treating healthcare provider; reception must not independently delay emergency care or decide a consent exception.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-04,8b2821b4f0bfe9a0be483720865bc4b75de9e05b300a8877e267898fb71baa8d,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,12(2)(a),13,within their scope of practice and ability,What should AfyaPlus staff in Kenya do when a receptionist is asked to make a clinical decision?,"At an AfyaPlus facility in Kenya, how should staff handle this: a receptionist is asked to make a clinical decision?",Refer the decision to an appropriately qualified healthcare provider and remain within the administrative role.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-05,96eaf37565d5dc17001ac799137b47cb1479ac47e1d6fa3d8b71e95c1c5fcce0,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,14(1),13,right to file a complaint about the manner,What should AfyaPlus staff in Kenya do when a patient wants to complain about treatment at the facility?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient wants to complain about treatment at the facility?",Explain the facility's complaint route and facilitate appropriate investigation rather than dismissing the complaint.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-06,938c312604909bc3017642e037939902ef6a861fc6e4e9e4447761222217d099,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,14(2),13,establish and publish the procedure for the laying of complaints,What should AfyaPlus staff in Kenya do when staff cannot locate the applicable complaints procedure?,"At an AfyaPlus facility in Kenya, how should staff handle this: staff cannot locate the applicable complaints procedure?",Obtain the published national or county complaints procedure applicable to the facility through its responsible management team.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-07,b23e6fb68787844916898e55dd5d1d28de7055284392eeede11e8c2b569c6837,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,14(3)(a),13,be displayed by all health facilities,What should AfyaPlus staff in Kenya do when a patient cannot find complaint instructions?,"At an AfyaPlus facility in Kenya, how should staff handle this: a patient cannot find complaint instructions?",Ensure the complaints procedure is visibly displayed and communicated to service users.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-08,e0d964a1c40afde23e0bb99e0fc6b367b6ba00cae65a3b11d28908ed61c31b6c,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,14(3)(b),13,primarily handled by the head of the relevant facility,What should AfyaPlus staff in Kenya do when a complaint reaches reception?,"At an AfyaPlus facility in Kenya, how should staff handle this: a complaint reaches reception?",Route the complaint to the facility head or the person designated to handle user complaints.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-09,a9b44866c8e90a167e9294452e18f1fd57ce8514dc3b29b0b882782f836bff5f,https://new.kenyalaw.org/akn/ke/act/2017/21/eng@2026-07-10/source,14(4),13,within a period of three months from the date,What should AfyaPlus staff in Kenya do when a complainant asks when a written outcome is due?,"At an AfyaPlus facility in Kenya, how should staff handle this: a complainant asks when a written outcome is due?",Route the complaint for the statutory written update within three months of lodging; do not promise a shorter unapproved deadline.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-10,91705e88dffcb9e7c80eaca1d21501f716f310dd46bf1ab22290e56aa2feffd4,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(1)(a),22,notify the Data Commissioner without delay,What should AfyaPlus staff in Kenya do when a suspected harmful unauthorized disclosure is discovered?,"At an AfyaPlus facility in Kenya, how should staff handle this: a suspected harmful unauthorized disclosure is discovered?",Escalate promptly to the controller's incident team to assess notification to the Data Commissioner without delay and within seventy-two hours of awareness when the statutory threshold applies.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-11,117c892d60c9b0e01cb55a2df5ed282d05a7d92967dd724f766b1261e3036e23,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(1)(b),22,communicate to the data subject in writing,What should AfyaPlus staff in Kenya do when a harmful breach may require informing affected patients?,"At an AfyaPlus facility in Kenya, how should staff handle this: a harmful breach may require informing affected patients?","Have the controller assess written communication to affected patients within a reasonably practical period, including the statutory exceptions.",approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-12,8b25fdeeaf1c84feb1521f088a7b4faebbf5b2987492cdb9730821339ff47220,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(2),22,the notification shall be accompanied by reasons for the delay,What should AfyaPlus staff in Kenya do when a required breach notification is late?,"At an AfyaPlus facility in Kenya, how should staff handle this: a required breach notification is late?",Escalate the late notification to the responsible controller and include reasons for the delay in the notification.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-13,c61ac86d3c1b82dbffa18ebdb57d3bd4d7f9f26a2b0f1ac9d333f9ad5d2a0493,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(3),22,within forty-eight hours of becoming aware,What should AfyaPlus staff in Kenya do when a processor discovers a patient-data breach?,"At an AfyaPlus facility in Kenya, how should staff handle this: a processor discovers a patient-data breach?","Escalate for notification to the controller without delay and, where reasonably practicable, within forty-eight hours of awareness.",approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-14,9a0dea2679837e41203f1d6dfdf6846e3aec5da1027b81cad90060615b0d4b78,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(5)(a),22,description of the nature of the data breach,What should AfyaPlus staff in Kenya do when a breach communication is being prepared?,"At an AfyaPlus facility in Kenya, how should staff handle this: a breach communication is being prepared?",Include a description of the nature of the breach in the communication prepared by the responsible incident team.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-15,ed5c79652f52984f6ffd607c7ff739ba366ec22b6dfdc7b08dc9bf9a0814e34a,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(5)(b),22,intends to take or has taken to address the data breach,What should AfyaPlus staff in Kenya do when a breach communication omits response measures?,"At an AfyaPlus facility in Kenya, how should staff handle this: a breach communication omits response measures?",Include the measures already taken or intended to address the breach.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-16,1ba6bc68b9305d8edc9f2501d58048b947f0b77de5887d787cf0529a4842a4b1,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(5)(c),22,mitigate the adverse effects of the security compromise,What should AfyaPlus staff in Kenya do when a breach communication needs patient-protection information?,"At an AfyaPlus facility in Kenya, how should staff handle this: a breach communication needs patient-protection information?",Have the responsible team include recommended protective measures appropriate to the security compromise.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-17,e9f6d84ea15d6b95c23653072a61ba95a9bef03cdad36a4c13587f0f53076698,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(5)(d),22,the identity of the unauthorised person,What should AfyaPlus staff in Kenya do when a breach investigation identifies an unauthorized recipient?,"At an AfyaPlus facility in Kenya, how should staff handle this: a breach investigation identifies an unauthorized recipient?","Where applicable, include the unauthorized recipient's identity in the communication prepared by the responsible incident team.",approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-18,69de9fdf76e662e5f7a39570c8201a433314f5d3631b4554b0dcc08bb079ec9f,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(5)(e),22,name and contact details of the data protection officer,What should AfyaPlus staff in Kenya do when a breach notice lacks a contact for questions?,"At an AfyaPlus facility in Kenya, how should staff handle this: a breach notice lacks a contact for questions?","Include the data protection officer's details where applicable, or another contact point for further information.",approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-19,93c83b0887a6dfa4dc6f7edcd33929bb627e60d83fb379ca456c8ea2d69ae124,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(7),22,the information may be provided in phases,What should AfyaPlus staff in Kenya do when a breach investigation has incomplete information?,"At an AfyaPlus facility in Kenya, how should staff handle this: a breach investigation has incomplete information?",Have the responsible team provide information in phases without undue delay when it cannot all be provided at once.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-20,07b040766bd6b2bf3ee0866f06c29fc21b5c4f397a927bf73e1e6dbfae0e3e4e,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(8)(a),22,the facts relating to the breach,What should AfyaPlus staff in Kenya do when an incident is being documented?,"At an AfyaPlus facility in Kenya, how should staff handle this: an incident is being documented?",Record the facts relating to the breach in the controller's incident record.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-21,157f43988f1b17abfaa30c508e2086068a4659432020e5aed4525a8f9c02003c,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(8)(b),22,its effects,What should AfyaPlus staff in Kenya do when a breach record omits the impact?,"At an AfyaPlus facility in Kenya, how should staff handle this: a breach record omits the impact?",Record the effects of the breach as part of the controller's incident documentation.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-22,977f964ef3046226316e4c219f46a94397f269d21142f932626a969adc835bf5,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31/source,43(8)(c),22,the remedial action taken,What should AfyaPlus staff in Kenya do when a resolved incident lacks a corrective-action record?,"At an AfyaPlus facility in Kenya, how should staff handle this: a resolved incident lacks a corrective-action record?",Record the remedial action taken as part of the controller's breach documentation.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-23,654bb7fdd2d410610d6150f73c81192ee1092066ae8304f6d29d55637e909fe0,https://new.kenyalaw.org/akn/ke/act/ln/2021/263/eng@2022-12-31/source,13(2)(a),11,a person exercising the right is appropriately identified,What should AfyaPlus staff in Kenya do when an unidentified person requests a child's data?,"At an AfyaPlus facility in Kenya, how should staff handle this: an unidentified person requests a child's data?",Route the request for appropriate identification of the person exercising the child's rights before disclosing data.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
escalation-24,11cc38d7d09310858ed2c4bfaaef4a4e8154c24be807c2545e69a46f8d8b3e6e,https://new.kenyalaw.org/akn/ke/act/ln/2021/263/eng@2022-12-31/source,13(2)(b),11,profiling of a child that is related to direct marketing is prohibited,What should AfyaPlus staff in Kenya do when a proposal profiles children for promotional messaging?,"At an AfyaPlus facility in Kenya, how should staff handle this: a proposal profiles children for promotional messaging?",Escalate and reject the proposed child profiling for direct marketing.,approved,Wasaa Abdalla,2026-09-15,Reviewer confirmed in conversation that all pending cases were reviewed and approved; recorded on their explicit instruction.
